Description,Quantity,TotalPrice,Price,NumInvoices,Cluster_KMeans,PCA1,PCA2,Cluster_GMM_Spherical,Cluster_DBSCAN_Best,Cluster_Label
cream cushion cover with flowers,86,237.7,5.283333333333333,6,2,-0.9131063456022871,0.8195365285751113,2,0,Produits Premium
cream delphinium artificial flower,113,86.63000000000001,1.835,4,3,-1.146612647062086,-0.5138726145123649,0,0,Produits de rotation moyenne
cream felt easter egg basket,814,1297.5,1.6385714285714283,99,1,1.523418148557824,-0.20639434934595216,1,0,Produits star/Best-Sellers
cream heart card holder,10373,28911.73,3.864656652360515,446,1,3.751303731476553,0.9974736268452777,1,0,Produits star/Best-Sellers
cream slice flannel chocolate spot,301,847.1500000000001,2.908333333333333,43,3,0.6901912515074607,0.3318010413226274,3,0,Produits de rotation moyenne
cream slice flannel pink spot,1350,3624.9,2.903982300884956,99,1,1.9226259257256821,0.4648141939311378,1,0,Produits star/Best-Sellers
cream sweetheart egg holder,449,2107.75,4.902272727272727,84,1,1.2929499948341419,1.0607575662661324,1,0,Produits star/Best-Sellers
cream sweetheart letter rack,1043,4489.95,5.376186440677966,107,1,1.8614832579073373,1.2240473178165276,1,0,Produits star/Best-Sellers
cream sweetheart magazine rack,106,1724.6999999999998,16.756451612903223,60,2,0.4820495592206287,2.7102651851404427,2,0,Produits Premium
cream sweetheart mini chest,1301,15675.15,12.656301369863014,345,1,2.667439972635928,2.5481903284768315,2,0,Produits star/Best-Sellers
cream sweetheart shelf + hooks,442,2933.88,7.695925925925926,80,1,1.3046169652569384,1.6621890640699575,2,0,Produits star/Best-Sellers
cream sweetheart trays,284,3198.2,12.432474226804125,94,2,1.1935349930359822,2.3439934769996342,2,0,Produits Premium
cream sweetheart wall cabinet,217,3420.0299999999997,18.578888888888887,77,2,0.9892380499063395,2.9039161645608593,2,0,Produits Premium
cream wall planter heart shaped,216,1254.71,5.982597402597403,68,2,0.8023760268045489,1.2745805520473192,2,0,Produits Premium
crochet bear red/blue  keyring,9,14.849999999999998,1.65,4,0,-2.3825286656639175,-0.6503798133478486,0,0,Produits Dormants
crochet bear with blue stripes,85,216.75,2.55,19,3,-0.41193799017833155,0.054325524894649486,3,0,Produits de rotation moyenne
crochet dog keyring,7,11.55,1.65,2,0,-2.7331033777686757,-0.6949633573277251,0,0,Produits Dormants
crochet lilac/red bear keyring,4,6.6,1.65,2,0,-3.0264477837270416,-0.7299760085103996,0,0,Produits Dormants
crochet poodle keyring,9,14.85,1.65,2,0,-2.5952664030715518,-0.6790825907638383,0,0,Produits Dormants
crochet rose des clothes hanger,10,29.500000000000004,2.9500000000000006,4,0,-2.2205139064531227,0.011132882534677516,0,0,Produits Dormants
crochet rose purse with suede back,65,191.75000000000003,2.95,14,3,-0.6656528521954922,0.19549141271056128,3,0,Produits de rotation moyenne
crochet white rabbit keyring,43,66.15,1.6099999999999999,5,0,-1.4214053763920813,-0.5731321831883397,0,0,Produits Dormants
cross stitch alphabet cushion cover,85,505.75,5.95,30,2,-0.08313725194731496,1.1667537254859268,2,0,Produits Premium
crystal chandelier t-light holder,3,18.75,6.25,1,0,-3.1375637754942636,0.8488411289462017,0,0,Produits Dormants
crystal czech cross phone charm,25,13.33,0.6849999999999999,4,0,-2.05356888684736,-1.3997490986285592,0,0,Produits Dormants
crystal diamante expandable ring,20,85.0,4.25,6,0,-1.6182723795998404,0.5371363358856142,0,0,Produits Dormants
crystal diamante star brooch,8,39.6,4.95,4,0,-2.2611165644092543,0.6571886301976086,0,0,Produits Dormants
crystal dragonfly phone charm,3,2.55,0.85,2,0,-3.2657844703772185,-1.3398031240001056,0,0,Produits Dormants
crystal frog phone charm,112,64.3,0.865,7,3,-0.9735060760211477,-1.1279035371503399,0,0,Produits de rotation moyenne
crystal hoop earring floral leaf,9,26.550000000000004,2.95,4,0,-2.2800038142323684,0.004030862388813833,0,0,Produits Dormants
crystal key+lock phone charm,71,60.349999999999994,0.85,7,3,-1.125264577124389,-1.1065997888044996,0,0,Produits de rotation moyenne
crystal large jewelled photo frame,11,28.049999999999997,2.55,4,0,-2.191698496731653,-0.15642971364803837,0,0,Produits Dormants
crystal pair heart hair slides,16,60.0,3.75,10,0,-1.5813082505158667,0.38597826806621194,0,0,Produits Dormants
crystal sea horse phone charm,228,146.28,0.7033333333333334,9,3,-0.40631567897878546,-1.1820601066254297,3,0,Produits de rotation moyenne
crystal small jewelled photoframe,1,1.65,1.65,1,0,-3.7903940366558238,-0.8330239419260912,0,0,Produits Dormants
crystal stiletto phone charm,225,191.25,0.85,9,3,-0.3424498983664506,-1.0212914286277677,3,0,Produits de rotation moyenne
crystal stud earrings assorted col,288,133.92,0.465,8,3,-0.3826352644325588,-1.437932509386659,3,0,Produits de rotation moyenne
crystal stud earrings clear display,324,123.12,0.38,8,3,-0.3632839696473541,-1.5471419636527053,3,0,Produits de rotation moyenne
cubic mug blue polka dot,7,17.85,2.55,2,0,-2.6574408203865927,-0.215306718942599,0,0,Produits Dormants
cubic mug flock blue on brown,366,297.18,1.5846153846153845,11,3,-0.04391283747056986,-0.5125465393085236,3,0,Produits de rotation moyenne
cubic mug flock pink on brown,63,35.37,0.8884615384615384,11,3,-1.1549937014664384,-1.1263211967586493,0,0,Produits de rotation moyenne
cubic mug pink polka dot,46,117.30000000000001,2.55,9,0,-1.067091161528855,-0.024137988915687723,0,0,Produits Dormants
cubic mug pink polkadot,115,139.89000000000001,1.4064705882352941,15,3,-0.48418786442529127,-0.6076041101725205,3,0,Produits de rotation moyenne
cubic mug teatime cakes,6,15.3,2.55,1,0,-2.9105135816624674,-0.24848806050234923,0,0,Produits Dormants
cupboard 3 drawer ma campagne,62,891.6999999999999,14.837179487179487,36,2,-0.06636849602760536,2.465408497091989,2,0,Produits Premium
cupcake lace paper set 6,1339,2567.85,1.9421739130434783,102,1,1.874280176122129,0.010988400134265353,1,0,Produits star/Best-Sellers
cupid design scented candles,356,536.3000000000001,2.1069444444444443,31,3,0.5058960010748718,-0.1001238989274509,3,0,Produits de rotation moyenne
cupid scented candle in glass,33,54.45,1.65,5,0,-1.5592357687899658,-0.5574759836810486,0,0,Produits Dormants
curio cabinet linen and lace,15,122.25,8.15,7,2,-1.6262446837079445,1.4162436309246247,2,0,Produits Premium
curious  images notebook set,176,316.0,3.392857142857143,13,2,-0.2665126047538907,0.3279895345962175,3,0,Produits Premium
curious images gift wrap set,439,485.45,1.020212765957447,44,3,0.7515961434841636,-0.7277170498451617,3,0,Produits de rotation moyenne
curious images scrap book set,111,194.25,3.892857142857143,14,2,-0.5402966477225445,0.451438614737711,2,0,Produits Premium
cushion cover pink union flag,6,40.5,6.75,2,0,-2.5860779777879133,1.0310470250111032,0,0,Produits Dormants
cushion cover pink union jack,73,368.55,5.614285714285715,25,2,-0.2894797728044582,1.050749638937229,2,0,Produits Premium
cut glass hexagon t-light holder,250,464.26,2.3945454545454545,19,3,0.14652285689984512,0.009702708754466913,3,0,Produits de rotation moyenne
cut glass t-light holder octagon,528,856.32,2.310625,30,3,0.7420658063438615,0.025093891637853045,3,0,Produits de rotation moyenne
cute cats tape,547,191.91000000000003,0.6542857142857142,26,3,0.35428828189878747,-1.2075481701707396,3,0,Produits de rotation moyenne
daddy mouse red gingham bow tie,1,5.45,5.45,1,0,-3.666802113981835,0.5710520396688962,0,0,Produits Dormants
dairy maid  pudding bowl,47,176.25,3.75,19,2,-0.6970548419316093,0.4903930139124883,2,0,Produits Premium
dairy maid  small  milk jug,66,138.6,2.1,20,3,-0.5793154108100973,-0.18223617743490533,3,0,Produits de rotation moyenne
dairy maid butter dish,42,169.5,4.21875,15,2,-0.8503259935278563,0.6157501738855128,2,0,Produits Premium
dairy maid ceramic butter dish,53,216.25,4.21875,15,2,-0.7083945414351555,0.6325967557986218,2,0,Produits Premium
dairy maid ceramic toastrack,16,47.2,2.95,5,0,-1.8750092816747368,0.052708555068997485,0,0,Produits Dormants
dairy maid large milk jug,313,1490.55,4.912162162162162,105,1,1.1715819934984961,1.054716021022571,1,0,Produits star/Best-Sellers
dairy maid stripe mug,864,1141.2,1.8993333333333335,57,1,1.2592158877873385,-0.12914326291409217,1,0,Produits star/Best-Sellers
dairy maid sugar jam bowl,95,199.5,2.1,30,3,-0.19931703840022036,-0.1370122118520487,3,0,Produits de rotation moyenne
dairy maid toastrack,269,352.91,1.8470212765957448,43,3,0.4422284751590839,-0.24602592717976582,3,0,Produits de rotation moyenne
dairy maid traditional teapot,424,2271.0,6.844705882352942,80,1,1.2311165917199485,1.4792599497498506,2,0,Produits star/Best-Sellers
daisies  honeycomb garland,835,1310.55,1.6443661971830985,70,1,1.3910441038512065,-0.2233464148466862,1,0,Produits star/Best-Sellers
daisy erasers in bag,165,58.26,0.3688888888888889,7,3,-0.8371438612501071,-1.6188300526663444,3,0,Produits de rotation moyenne
daisy folkart heart decoration,79,98.75,1.25,15,3,-0.6891606613750619,-0.7226329012751412,3,0,Produits de rotation moyenne
daisy garden marker,442,552.5,1.25,58,3,0.8879464601150914,-0.5397043347902927,3,0,Produits de rotation moyenne
daisy hair band,16,26.4,1.65,4,0,-2.0571334314258767,-0.6138458565778973,0,0,Produits Dormants
daisy hair comb,8,20.4,2.55,2,0,-2.583566074313704,-0.20634490577418735,0,0,Produits Dormants
daisy journal,155,346.65000000000003,2.496,22,3,-0.03083933968205536,0.05820175007261132,3,0,Produits de rotation moyenne
daisy notebook,76,125.4,1.65,23,3,-0.4865248891668112,-0.42635460598977626,3,0,Produits de rotation moyenne
daisy sketchbook,93,283.15,3.6180000000000003,24,2,-0.25505818625867926,0.47410099663247995,2,0,Produits Premium
danish rose bedside cabinet,20,779.0000000000001,39.49545454545455,11,2,-1.060339450200522,3.8178374419276793,2,1,Produits Premium
danish rose decorative plate,570,475.02,1.5735714285714286,41,3,0.7531999842222544,-0.4159337154783134,3,0,Produits de rotation moyenne
danish rose deluxe coaster,705,395.96999999999997,0.6883333333333334,36,3,0.7784250175818949,-1.0705164720354194,3,0,Produits de rotation moyenne
danish rose folding chair,17,263.15000000000003,14.35,5,2,-1.564136301342305,2.2443901224490284,2,0,Produits Premium
danish rose photo frame,491,640.37,1.9235714285714285,54,3,0.891208065587275,-0.15837002386638038,3,0,Produits de rotation moyenne
danish rose round sewing box,566,733.42,2.56625,45,1,0.8672144495539166,0.12179262576646055,3,0,Produits star/Best-Sellers
danish rose trinket trays,204,483.88,4.424074074074074,26,2,0.14554925710679095,0.7177791087843827,2,0,Produits Premium
danish rose umbrella stand,7,111.64999999999999,15.95,7,2,-1.9630139025649724,2.343024799112909,2,0,Produits Premium
dark bird house tree decoration,544,195.35999999999999,0.44725000000000004,37,3,0.5227806257010047,-1.3748718839939178,3,0,Produits de rotation moyenne
dark chocolate scentcandle,88,66.8,0.95,4,3,-1.2361750007744663,-1.062474713921861,0,0,Produits de rotation moyenne
dark pink flock glass candleholder,157,76.16999999999999,1.142,5,3,-0.9656751645116574,-0.9526876313205968,0,0,Produits de rotation moyenne
decoration  butterfly  magic garden,374,297.1,0.8425714285714285,34,3,0.4648336130366713,-0.9350204258076966,3,0,Produits de rotation moyenne
decoration  pink chick magic garden,249,207.49,0.845,23,3,0.07744084613985275,-0.9726419201842397,3,0,Produits de rotation moyenne
"decoration , hanging metal chicken",386,317.5,1.2,10,3,-0.017225318831995365,-0.7407930510475763,3,0,Produits de rotation moyenne
"decoration , hanging metal rabbit",467,418.75,1.2133333333333334,13,3,0.2232370653942527,-0.6928987846827788,3,0,Produits de rotation moyenne
"decoration , wobbly chicken, metal",467,573.15,1.6075,20,3,0.4606047645513952,-0.38774825161223303,3,0,Produits de rotation moyenne
"decoration , wobbly rabbit , metal",534,683.6999999999999,1.6225806451612903,31,3,0.7287657077403896,-0.3406459155199382,3,0,Produits de rotation moyenne
"decoration hen on nest, hanging",641,862.65,1.6361702127659572,41,3,0.9664641349405937,-0.2984828199894655,3,0,Produits de rotation moyenne
decoration sitting bunny,429,81.50999999999999,0.19,17,3,-0.09165478483175497,-1.8097517059739525,3,0,Produits de rotation moyenne
decoration white chick magic garden,433,359.73,0.8418749999999999,44,3,0.6714042323116529,-0.9050404828996511,3,0,Produits de rotation moyenne
decoration wobbly chicken,129,103.23,1.02,12,3,-0.5997946241337185,-0.9264082835011859,3,0,Produits de rotation moyenne
decoration wobbly rabbit metal,173,114.09,0.894,15,3,-0.3855207570715399,-1.0180790622950946,3,0,Produits de rotation moyenne
"decoration, hanging heart+mirror",968,629.2,0.65,64,3,1.2526160572111587,-1.0281841306267856,3,0,Produits de rotation moyenne
decorative cats bathroom bottle,584,671.32,1.2235849056603771,49,3,0.9632139792587295,-0.5612664620943124,3,0,Produits de rotation moyenne
decorative flore bathroom bottle,307,343.91,1.2287179487179487,39,3,0.4747620468203728,-0.6156014172853753,3,0,Produits de rotation moyenne
decorative hanging shelving unit,6,359.70000000000005,59.95,5,2,-1.980238241803024,4.341205176819287,2,-1,Produits Premium
decorative net canopy cream,23,174.65,8.207142857142857,7,2,-1.3982396277833171,1.442859360165089,2,0,Produits Premium
decorative net canopy leopard,49,183.75,3.75,4,2,-1.2495604957284947,0.41520328902038844,0,0,Produits Premium
decorative plant pot with frieze,46,353.7,7.875,14,2,-0.7152549955296121,1.4737846950322013,2,0,Produits Premium
decorative rose bathroom bottle,447,458.55,1.1862222222222223,41,3,0.6975848152032621,-0.63017759088054,3,0,Produits de rotation moyenne
decorative vintage coffee  box,22,99.3,4.790000000000001,5,0,-1.624696427861257,0.6832649132920637,0,0,Produits Dormants
decorative wicker heart large,716,1169.3999999999999,1.6454545454545453,81,1,1.37043822860431,-0.21818225962727997,1,0,Produits star/Best-Sellers
decorative wicker heart medium,588,727.44,1.2475,77,1,1.1731963757795372,-0.5090276282761202,1,0,Produits star/Best-Sellers
decorative wicker heart small,522,321.18,0.6272413793103448,27,3,0.5153867321147699,-1.143199453011136,3,0,Produits de rotation moyenne
"decoupage,greeting card,",912,378.0,0.41886792452830185,49,3,0.9951714144106324,-1.332183535588215,3,0,Produits de rotation moyenne
deep blue glass gems in bag,238,156.94,0.71,9,3,-0.372860769948127,-1.1694830418358033,3,0,Produits de rotation moyenne
deluxe sewing kit,885,4990.79,5.973440860215053,168,1,2.016573036642378,1.4086383747937632,1,0,Produits star/Best-Sellers
denim patch pencil case butterfly,51,94.94999999999999,2.055,10,3,-1.036346494032571,-0.27477360124402217,0,0,Produits de rotation moyenne
denim patch purse pink butterfly,156,257.4,1.65,36,3,0.1245481819321122,-0.3561293100376348,3,0,Produits de rotation moyenne
diamante bow brooch black colour,40,254.0,6.35,13,2,-0.8541145266573281,1.1628115496086004,2,0,Produits Premium
diamante bow brooch green colour,26,165.1,6.35,9,2,-1.2497201842184216,1.1155000052310031,2,0,Produits Premium
diamante bow brooch red colour,31,196.85,6.35,7,2,-1.2385682484035738,1.1146052861741218,2,0,Produits Premium
diamante bow brooch white colour,1,6.35,6.35,1,0,-3.648653460126476,0.7772312820115237,0,0,Produits Dormants
diamante hair grip pack/2 black dia,11,18.15,1.65,3,0,-2.3633302946944004,-0.6501974165420394,0,0,Produits Dormants
diamante hair grip pack/2 crystal,12,19.8,1.65,2,0,-2.434028679074005,-0.660838074849516,0,0,Produits Dormants
diamante hair grip pack/2 lt rose,9,14.85,1.6499999999999997,3,0,-2.4754587224486877,-0.6629180247984928,0,0,Produits Dormants
diamante hair grip pack/2 montana,15,24.75,1.65,4,0,-2.094178541905815,-0.6179518271804867,0,0,Produits Dormants
diamante hair grip pack/2 peridot,12,19.8,1.65,2,0,-2.434028679074005,-0.660838074849516,0,0,Produits Dormants
diamante hair grip pack/2 ruby,13,21.45,1.65,3,0,-2.26880941886592,-0.6395884233083058,0,0,Produits Dormants
"diamante heart shaped wall mirror,",498,2643.1,10.34,60,2,1.1455352415043056,1.995426673983958,2,0,Produits Premium
diamante necklace,1,7.5,7.5,1,0,-3.628456010925675,1.0066860287196373,0,0,Produits Dormants
diamante necklace black,3,22.5,7.5,2,0,-2.9420763196626467,1.125044630451194,0,0,Produits Dormants
diamante necklace green,1,7.5,7.5,1,0,-3.628456010925675,1.0066860287196373,0,0,Produits Dormants
diamante necklace purple,4,30.0,7.5,3,0,-2.671097702556954,1.163990619203098,0,0,Produits Dormants
diamante ring assorted in box.,480,651.36,1.464,10,3,0.24803953770453785,-0.48681222376806577,3,0,Produits de rotation moyenne
diamond las vegas necklace 45cm,4,23.8,5.95,2,0,-2.8255601664334207,0.8265843273725981,0,0,Produits Dormants
dinosaur birthday card,696,292.32,0.42,54,3,0.8759881513560718,-1.3407636170632367,3,0,Produits de rotation moyenne
dinosaur height chart sticker set,138,407.1,2.95,34,3,0.13837877619467795,0.2914957783426603,3,0,Produits de rotation moyenne
dinosaur keyrings assorted,5656,1179.96,0.21119047619047618,122,1,2.2868610226266006,-1.498813520535873,1,0,Produits star/Best-Sellers
dinosaur lunch box with cutlery,1034,2444.42,2.5576729559748426,152,1,1.915429021435788,0.31959692120096733,1,0,Produits star/Best-Sellers
dinosaur lunchbox with cutlery,272,661.2,2.5290697674418605,43,3,0.6014600763105346,0.1571843133379935,3,0,Produits de rotation moyenne
dinosaur party bag + sticker set,930,1456.1,1.6441747572815533,100,1,1.602062273160852,-0.1971530146266462,1,0,Produits star/Best-Sellers
dinosaurs  writing set,625,1014.13,1.6564238410596024,136,1,1.4995570910548353,-0.1931794365997359,1,0,Produits star/Best-Sellers
dinosaurs water transfer tattoos,717,567.05,0.8420000000000001,49,3,1.004006636363995,-0.8747021454451178,3,0,Produits de rotation moyenne
disco ball christmas decoration,11067,1213.6,0.11801418439716313,126,1,2.521722368331174,-1.6697563973552751,1,0,Produits star/Best-Sellers
disco ball rotator battery operated,237,1007.25,4.25,87,1,0.9116324784436193,0.839752239387849,1,0,Produits star/Best-Sellers
distressed candle stick white,12,71.4,5.95,2,0,-2.2133695132761497,0.9059545281878599,0,0,Produits Dormants
do not touch my stuff door hanger,472,375.7,1.1083333333333334,75,3,0.9059010542277429,-0.6850152051026948,3,0,Produits de rotation moyenne
doctor's bag soft toy,213,1892.4299999999998,9.140857142857142,67,2,0.8555000948289978,1.8700337283431034,2,0,Produits Premium
dog and ball wall art,246,408.53999999999996,2.0500000000000003,3,3,-0.5496768225840201,-0.251404271873301,3,0,Produits de rotation moyenne
"dog bowl , chasing ball design",382,1391.46,3.7199999999999998,60,1,1.0171449284384975,0.6741905307011398,1,0,Produits star/Best-Sellers
dog bowl chasing ball design,352,1279.56,3.7315584415584415,72,1,1.0416189066427042,0.6821964316985332,1,0,Produits star/Best-Sellers
dog bowl vintage cream,183,781.17,4.2475000000000005,52,2,0.5462836711485103,0.7946996181371332,2,0,Produits Premium
"dog food container , vintage",2,17.0,8.5,1,0,-3.2967318783183437,1.2451674315781962,0,0,Produits Dormants
dog licence wall art,360,1803.24,5.668947368421053,19,2,0.5566551618625947,1.1490085184358418,2,0,Produits Premium
dog toy with pink crochet skirt,174,653.26,3.759620253164557,75,2,0.6431224887556997,0.6528307727974544,2,0,Produits Premium
doggy rubber,433,90.92999999999999,0.21,33,3,0.20628152778453618,-1.7340910325843164,3,0,Produits de rotation moyenne
doiley biscuit tin,24,69.36,2.89,4,0,-1.717871850210892,0.044181158835116675,0,0,Produits Dormants
doiley storage tin,330,915.3,2.881111111111111,45,1,0.7608027329529554,0.3279450253444283,3,0,Produits star/Best-Sellers
doily thank you card,348,141.84,0.41714285714285715,19,3,0.029021671875552255,-1.4490396301220816,3,0,Produits de rotation moyenne
dollcraft boy jean-paul,20,99.0,4.95,5,0,-1.6572207475401477,0.7301072728114069,0,0,Produits Dormants
dollcraft girl amelie,12,59.400000000000006,4.95,3,0,-2.1230685324215983,0.6728042169495697,0,0,Produits Dormants
dollcraft girl amelie kit,20,99.0,4.95,5,0,-1.6572207475401477,0.7301072728114069,0,0,Produits Dormants
dollcraft girl nicole,32,158.4,4.95,6,2,-1.3158547940960854,0.7698878699922517,0,0,Produits Premium
dolly cabinet 2 drawers,11,137.5,12.5,7,2,-1.7411219752889358,2.0142378037595057,2,0,Produits Premium
dolly cabinet 3 drawers,22,328.9,14.95,13,2,-1.0767389136559709,2.3584742707106363,2,0,Produits Premium
dolly girl baby gift set,165,2568.75,16.38478260869565,45,2,0.6205587660967288,2.6859133084672613,2,0,Produits Premium
dolly girl beaker,888,1042.0,1.244516129032258,60,1,1.303361377036382,-0.5067986469200098,1,0,Produits star/Best-Sellers
dolly girl childrens bowl,470,587.5,1.25,61,3,0.9456010342300049,-0.5330001027656989,3,0,Produits de rotation moyenne
dolly girl childrens cup,683,817.77,1.2646376811594204,67,1,1.1950439483647177,-0.5015753180806649,1,0,Produits star/Best-Sellers
dolly girl childrens egg cup,416,521.21,1.2732692307692306,45,3,0.7467663352513049,-0.5425784240032666,3,0,Produits de rotation moyenne
dolly girl lunch box,7611,13484.57,1.938644859813084,394,1,3.458524854618263,0.18321503980637666,1,0,Produits star/Best-Sellers
dolly girl mini backpack,321,1272.15,4.135964912280702,55,1,0.8883859933046316,0.7915361307059177,1,0,Produits star/Best-Sellers
dolly girl wall art,312,1033.44,3.595,10,2,0.1572220081089019,0.5118238649938465,2,0,Produits Premium
dolly honeycomb garland,205,280.65000000000003,1.5978260869565217,20,3,-0.0008627635905774295,-0.4282439988722752,3,0,Produits de rotation moyenne
dolly mixture children's umbrella,195,633.75,3.25,64,1,0.6213805586077984,0.46771148152944536,3,0,Produits star/Best-Sellers
dolphin windmill,23,48.760000000000005,2.12,6,0,-1.6590678555532825,-0.3011654475419953,0,0,Produits Dormants
donkey tail game,6,22.5,3.75,1,0,-2.8471952552988964,0.22298589842087208,0,0,Produits Dormants
door hanger  mum + dads room,244,323.32,1.422391304347826,45,3,0.432138669034995,-0.4775207691243032,3,0,Produits de rotation moyenne
door mat 3 smiley cats,611,3488.27,6.883106796116505,102,1,1.570170519157857,1.5331824444300997,1,0,Produits star/Best-Sellers
door mat airmail,118,847.4,7.364358974358974,38,2,0.23586018167776587,1.4936245871760438,2,0,Produits Premium
door mat bird on the wire,199,1300.85,6.957058823529412,51,2,0.649514817172082,1.457629879178761,2,0,Produits Premium
door mat black flock,529,3126.05,6.893285714285715,69,1,1.3327690059600534,1.5095567064006852,2,0,Produits star/Best-Sellers
door mat english rose,589,3804.9900000000002,7.071081081081081,110,1,1.6131041307920253,1.5880833548403048,2,0,Produits star/Best-Sellers
door mat fairy cake,582,3854.02,7.033795620437957,134,1,1.6957701527883327,1.5956655626977367,1,0,Produits star/Best-Sellers
door mat fancy font home sweet home,358,2387.12,7.2385294117647065,68,2,1.121236095752464,1.563678668348547,2,0,Produits Premium
door mat friendship,172,1153.7,7.0475,56,2,0.6060068608349253,1.4735524059289011,2,0,Produits Premium
door mat green paisley,50,342.82,7.089230769230769,26,2,-0.440213283090644,1.3625057050216045,2,0,Produits Premium
door mat hearts,567,3347.63,7.3115,99,1,1.5142245199435185,1.6072044110017452,2,0,Produits star/Best-Sellers
door mat kiss my.......,7,51.69,7.305,4,0,-2.272099502227778,1.18316150349858,0,0,Produits Dormants
door mat multicolour stripe,466,2987.38,6.9165822784810125,79,1,1.3363718790782826,1.5260328496381106,2,0,Produits star/Best-Sellers
door mat neighbourhood witch,18,134.08,7.422727272727273,11,2,-1.3643671360741625,1.3196856437682412,2,0,Produits Premium
door mat new england,731,4868.61,7.082960893854748,178,1,1.9514546132180748,1.63567006222013,1,0,Produits star/Best-Sellers
door mat red spot,980,6020.58,7.164802631578947,152,1,2.0364841173709807,1.6470987519065776,1,0,Produits star/Best-Sellers
door mat respectable house,110,761.42,7.260303030303031,33,2,0.1274006338933123,1.4577903846026188,2,0,Produits Premium
door mat spotty home sweet home,523,3027.9900000000002,7.204269662921349,88,1,1.4131697036819788,1.5739483944763655,2,0,Produits star/Best-Sellers
door mat sweet home,6,40.5,6.75,4,0,-2.373340240380279,1.059749802427093,0,0,Produits Dormants
door mat topiary,396,2527.02,6.981081081081081,72,1,1.1973647890525654,1.5212642747222758,2,0,Produits star/Best-Sellers
door mat union flag,1495,9347.21,7.0349367088607595,233,1,2.4762716492588197,1.67797863411761,1,0,Produits star/Best-Sellers
door mat union jack guns and roses,185,1255.69,7.257777777777778,52,2,0.6188528622196334,1.5126483390365837,2,0,Produits Premium
door mat welcome puppies,640,3445.94,6.982857142857143,97,1,1.5573690729558993,1.541924928735481,2,0,Produits star/Best-Sellers
doorknob cracked glaze green,6,9.9,1.65,1,0,-2.984831676173128,-0.7274489059769407,0,0,Produits Dormants
doorknob cracked glaze ivory,6,9.9,1.65,1,0,-2.984831676173128,-0.7274489059769407,0,0,Produits Dormants
doorknob cracked glaze pink,6,9.9,1.65,1,0,-2.984831676173128,-0.7274489059769407,0,0,Produits Dormants
doormat 3 smiley cats,839,5235.97,7.54632911392405,147,1,1.926117333727454,1.7026401245584943,1,0,Produits star/Best-Sellers
doormat airmail,764,4740.2,7.628062015503875,124,1,1.7959216644618812,1.6997543385067786,1,0,Produits star/Best-Sellers
doormat bird on the wire,16,108.44,7.3,6,2,-1.683913467503175,1.2457225983908116,0,0,Produits Premium
doormat black flock,1625,8362.95,7.6819672131147545,113,1,2.1545289361775533,1.7220264491108395,1,0,Produits star/Best-Sellers
doormat christmas village,154,1168.92,7.960416666666667,48,2,0.49639319062746784,1.6301119605313055,2,0,Produits Premium
doormat english rose,1301,8540.23,7.7029107981220655,204,1,2.338865462505662,1.782777449379063,1,0,Produits star/Best-Sellers
doormat fairy cake,2180,13348.44,7.740594594594595,172,1,2.5576006593862117,1.8013288367862093,1,0,Produits star/Best-Sellers
doormat fancy font home sweet home,2661,15616.03,7.687984790874525,242,1,2.8074097197042462,1.8178508381184737,1,0,Produits star/Best-Sellers
doormat friendship,397,2036.27,7.221153846153846,26,2,0.7128358688764506,1.473014595513059,2,0,Produits Premium
doormat hearts,2795,16540.29,7.626823204419889,344,1,2.9867637850211617,1.8319773412226357,1,0,Produits star/Best-Sellers
doormat home sweet home blue,1079,6575.21,7.7557446808510635,182,1,2.1549264546175104,1.7612480771273218,1,0,Produits star/Best-Sellers
doormat i love london,194,1404.0,7.499594594594595,69,2,0.7780972807477348,1.5824736413018536,2,0,Produits Premium
doormat keep calm and come in,2568,17450.17,7.890243055555555,283,1,2.8919266954858474,1.88025576189477,1,0,Produits star/Best-Sellers
doormat kiss my.......,2,14.98,7.49,1,0,-3.3143801894536207,1.0666926724029597,0,0,Produits Dormants
doormat merry christmas red,262,2056.78,8.13593023255814,84,2,1.0526804447849043,1.7280662347586258,2,0,Produits Premium
doormat multicolour stripe,1093,6189.09,7.542000000000001,83,1,1.8200757546216566,1.6715916114391587,1,0,Produits star/Best-Sellers
doormat neighbourhood witch,426,2286.44,7.558793103448276,55,2,1.0662959526591598,1.5828577315745496,2,0,Produits Premium
doormat new england,2613,15468.81,7.734924924924925,314,1,2.90627332971017,1.8403047830585302,1,0,Produits star/Best-Sellers
doormat peace on earth blue,109,816.45,7.861764705882353,28,2,0.06805029064406933,1.5605571274413972,2,0,Produits Premium
doormat red retrospot,2611,16437.75,7.701062670299727,333,1,2.9496926001444894,1.8477815901073358,1,0,Produits star/Best-Sellers
doormat red spot,391,2654.35,7.279999999999999,72,2,1.2024941933328372,1.5824633528408858,2,0,Produits Premium
doormat respectable house,651,3930.67,7.6521739130434785,106,1,1.6258437610730887,1.6804334886017562,2,0,Produits star/Best-Sellers
doormat spotty home sweet home,994,7278.74,7.856653846153846,248,1,2.2880210202041575,1.8186916682307483,1,0,Produits star/Best-Sellers
doormat topiary,740,4562.9800000000005,7.7481451612903225,119,1,1.7554647580168905,1.7140660113266233,2,0,Produits star/Best-Sellers
doormat union flag,2848,18430.44,7.627493333333333,353,1,3.0361952835875536,1.8489064557737611,1,0,Produits star/Best-Sellers
